threadId,messageId,label,skipped,subject,from,snippet
"19379f00f322683c","19379f00f322683c","Application","","⭐ $20 OFF: This workshop 31x'ed my investment.","""Grace @ How to Go Freelance"" <hi@howtogofreelance.com>",""
"","193799811676dac8","","not-job-related","Yutong, you have a good eye","",""
"","19379876a432ea82","","not-job-related","YAWEN added a Pin to 排版","",""
"","193796fc198e91a2","","not-job-related","How Notion uses Notion (7/10)","",""
"","1937964452763b25","","not-job-related","Get up to 40% off with top Black Friday deals","",""
"","1937950580554c06","","not-job-related","Keep up with Alexa","",""
"","19378e90c393d3d0","","not-job-related","You have a package to pick up at the Amazon Locker - Tower 28A  - 829555","",""
"","19378ae0b9281e7d","","not-job-related","ICYMI: UP TO 50% OFF SELECT STYLES","",""
"","193789273ecec698","","no-match","Add to Your Holiday Cheer: Shop Our Gift Guide","",""
"","193788e8c48f978f","","no-match","Your Black Friday Deal","",""
"","1937880895e9959d","","not-job-related","🏆 DIELINE Awards Deadline Ends TODAY","",""
"","1937876f2ed6ea09","","not-job-related","We found something you might like","",""
"1937872aae0c8a84","1937872aae0c8a84","Application","","Apply for these new Design Intern jobs in New York, NY today","Lensa <jobalert@lensa.com>",""
"","19378443115b5449","","ignored-finance-receipt","Your Amazon.com order of ""JIUXCF Velvet Hangers 20..."" and 1 more item has shipped!","",""
"","19378440fa223388","","ignored-finance-receipt","Here's your promotional credit from your recent Amazon order","",""
"","19378424cf583f04","","no-match","Get 25% off today","",""
"","193781f3ae184be2","","ignored-finance-receipt","Ready to Do Some Shopping?","",""
"","19377e407b0e21aa","","not-job-related","Skip the circus. Keep the perks.","",""
"","19377d10dac688b2","","not-job-related","⏰ Hurry! Black Friday Flash Sale on PRO Signature","",""
"","19377a8afae452f1","","not-job-related","Creating an Embed for Framer","",""
"","193779be07c6890d","","not-job-related","It's Black Friday! Save up to 40%.","",""
"","1937762c8fe5d477","","not-job-related","Yutong, do you want exclusive access to unparalleled inspiration? 👀","",""
"","193775fa9a39e042","","not-job-related","One week until extended deadline closes","",""
"","19377262402d42d5","","not-job-related","Don’t forget: 33% Black Friday Sale until Cyber Monday!","",""
"","19376fa7f688083d","","not-job-related","How Minecraft is inspiring a new wave of art and design...","",""
"","1937623e4bd00393","","not-job-related","yutong, add 24 pts to your Discovery score with Contra Pro","",""
"","193761c1f4f805f7","","not-job-related","We found something you might like","",""
"193756ffcebc1c47","193756ffcebc1c47","Application","","Just in: Solomon Page has new Graphic Design Intern jobs open","Lensa Aggregated <aggregated@lensa.com>",""
"19374bc4e17bf4ca","19374bc4e17bf4ca","Application","","How is your career going?","Glassdoor <info@glassdoor.com>",""
"","193748b967c808e2","","not-job-related","Last chance to claim our launch gift.","",""
"1937460f621e41d7","1937460f621e41d7","Application","","New Jobs from Freelancing Females","Freelancing Females <noreply@jobboardfiremail.com>",""
"","19373f31a6449131","","not-job-related","Step into your best ideas yet","",""
"","19373b4023bfc093","","no-match","Top companies are hiring","",""
"","19373822b710c3a9","","not-job-related","🌯 Blaze Type Bulletin #13","",""
"","19373807d7a4c4e0","","not-job-related","THE BEST OF OUR SITEWIDE SALE","",""
"","193737505fc481c2","","not-job-related","Save up to 40% on beauty, toys, and more during Black Friday Week","",""
"","193735a5daed980e","","not-job-related","🚨BLACK FRIDAY SALE","",""
"","1937359f206be359","","not-job-related","🍂 Last Call: DIELINE Awards Deadline Ends TOMORROW","",""
"","19373020ff246350","","not-job-related","WINTER SALE! 💪","",""
"","19371d44e2e07f04","","not-job-related","🎉New from Pngtree: LoveDeals – Unlock Free Downloads & Amazing Deals!","",""
"","193715ec917c6fc4","","not-job-related","YAWEN added a Pin to 排版","",""
"","19371171fffa14da","","ignored-finance-receipt","yutong, will you rate your transaction at Amazon.com?","",""
"","19370f801316aad5","","not-job-related","We found something you might like","",""
"1937048b8a949641","1937048b8a949641","Application","","Just in: Alexander Wang Llc has new Graphic Design Intern jobs open","Lensa Aggregated <aggregated@lensa.com>",""
"193703da96a6e6f2","193703da96a6e6f2","Application","","Reham Ibrahim posted: 2021: No salary increase 2022: No salary increase 2023: No salary increase 2024... 💡","LinkedIn <updates-noreply@linkedin.com>",""
"1937026641dad5be","1937026641dad5be","Application","","Daily Rundown: OpenAI's $1.5B boost;…","LinkedIn <notifications-noreply@linkedin.com>",""
"","1936fe970d36054f","","not-job-related","Explore upcoming events in New York.","",""
"","1936fd15e1cab272","","not-job-related","TDK Awards 2024 is here! APPLY👩‍💻 JUDGES🏆 HOT TIPS🔥","",""
"1936f99b39c02589","1936f99b39c02589","Application","","Time’s running out for 10% cash back at Sony ⏱️","PayPal <PayPal@emails.paypal.com>",""
"1936f7b4361986de","1936f7b4361986de","Application","","Pass the savings: friends gets $15 off when they switch to Mint","Mint Mobile <noreply@email.mintmobile.com>",""
"1936f4b2d6866dda","1936f4b2d6866dda","Application","","Design for Yutong","Pinterest <recommendations@discover.pinterest.com>",""
"","1936f34143ff8638","","not-job-related","yutong, this week in the best creative community","",""
"","1936f22fd1066ae3","","not-job-related","Fast, flexible project management  (6/10)","",""
"","1936ecfdb13eaf50","","not-job-related","Meeting Summary for Yutong's Meeting Notes","",""
"","1936ec7dd53e9cb6","","not-job-related","Tell us how you first heard about Notion","",""
"","1936e7ea86768d5f","","not-job-related","You have a package to pick up at the Amazon Locker - Tower 28A  - 198126","",""
"","1936e73753a7fbc7","","not-job-related","Meeting Summary for Yutong's Meeting Notes","",""
"","1936e6fab7cad798","","not-job-related","Yutong, this could be your vibe","",""
"","1936e5f99d79f6fe","","not-job-related","New mockups and... Get 25 premium stock photos on us!","",""
"","1936e5f8811340c6","","no-match","Black Friday -50%","",""
"","1936e5a3e34a93ba","","not-job-related","UP TO 30% OFF SITEWIDE","",""
"","1936e4987729af71","","not-job-related","Today's big deal: Up to 50% off premium gifts","",""
"1936dd8bc808ce00","1936dd8bc808ce00","Application","","Junior Designer, Square Enix Manga and Books (Remote) position at Penguin Randomhouse 📢","LinkedIn <jobs-listings@linkedin.com>",""
"","1936ca2e5336364b","","not-job-related","The roots and resurgence of Risograph in Japan...","",""
"","1936bc268b42ff0b","","not-job-related","Stray Kids, Post Malone, Rod Wave & more near you!","",""
"","1936b9b715976a53","","not-job-related","We found something you might like","",""
"","1936b240ef66088d","","not-job-related","📦 UnPacked with The Creative Pack 🎉 🧡 What is Private Label?, Microgrocery Series, Introducing Our Photography Capabilities","",""
"1936b234e0cf4f95","1936b234e0cf4f95","Application","","Just in: Creative Circle, Llc has new Graphic Design Intern jobs open","Lensa Aggregated <aggregated@lensa.com>",""
"","1936b22c738ca324","","not-job-related","ICYMI: UP TO 30% OFF SITEWIDE","",""
"","1936b21279533929","","ignored-finance-receipt","Your Amazon.com order of ""Paris Hilton Over the Sink..."".","",""
"","1936b002ae2d2ac9","","not-job-related","You have a package to pick up at the Amazon Locker - Tower 28A  - 191674","",""
"","1936abeb8f7dd5e5","","ignored-finance-receipt","Delivered: Your Amazon.com order #114-7281729-6667454","",""
"","1936a99e406b369c","","not-job-related","Winter is coming, Yutong.","",""
"","1936a5ddec07217d","","not-job-related","344 — This week on Cargo","",""
"","1936a3568fca1759","","not-job-related","A new device logged into your account","",""
"","1936a2cec716ed83","","not-job-related","Gift ideas + dodging pesky questions","",""
"","1936a24dc80db558","","no-match","Logo and Identity Design for Yutong","",""
"1936a14f570494b0","1936a14f570494b0","Application","","New Jobs from Freelancing Females","Freelancing Females <noreply@jobboardfiremail.com>",""
